"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
61.14,69.85,40.22,50,-100,-114.7,-95.02,3.637,-4.176,-23.05,41.92,-75.11,104.5,41.99,21.49,-10.49,54.3,-98.09,-22.57,87.01,63.34,-131.3,-54.47,-77.21,-57.72,-110.8,80,50.83,1.82,-0.9,1.81,-1.03,-1.28
-2.753,-6.006,-88.85,10,57.69,115.9,4.625,16.96,128.9,-10.83,175.5,58.33,-69.07,-197.4,-74.99,11.19,99.83,-56.05,85.76,-40.69,66.81,145.4,183.7,26.68,219.4,59.46,40,-10.9,-3.29,-0.11,3.44,2.98,-0.52
-144.8,-132.6,-128,-110,-250,19.77,49.15,16.86,-113,70.44,26.55,-13.74,107.4,4.34,-109.7,138.6,-45.69,-53.66,61.21,56.38,-139.4,-147,-253.3,24,-191.3,-66,-50,-105.9,-3.81,-1.71,-1.02,0.96,2.25
97.47,90.4,-68.19,60,-96.77,-66.32,-69.59,-3.642,-40.51,-6.4,45.79,-82.34,179.5,13.2,-50.1,2.309,176.2,-22.62,129,-33.84,140.3,-58.75,20.25,-20.82,37.04,-14.28,130,67.5,-1.61,2.55,-0.99,4.98,1.73
2.753,2.92,-28.76,90,73.53,93.96,-10.22,32.94,102.3,-43.4,160,91.47,-98.68,-212.4,-72.37,78.05,199.3,-1.125,55.32,-119.5,31.17,169.2,123.6,26.68,88.12,-7.626,140,0.1626,3.8,2.29,-0.1,4.12,3.1
-101.3,-95.41,-154.9,-40,-190.5,10.61,88.73,-47.86,-65.53,57.79,-104.8,-124.3,-49.94,170.6,-149.7,-19.27,37.93,-2.717,184,46.11,-161.9,2.815,-73.96,-76.36,-72.79,-161.3,10,-68.48,3.2,1.8,-3.73,0.08,3.37
278.1,257.9,44.84,230,0,-67.24,-99.27,-41.53,60.64,-13.99,-130.7,51,-172.7,-86.29,22.6,-145.4,-149.1,186.7,-88.07,-181.2,-34.65,122.5,11.81,115.2,-2.299,69.7,240,204.8,2.29,-0.62,-4.25,3.65,-3.73
89.21,73.92,102.9,70,-109.4,-133.2,-84.43,42.98,2.766,-13.99,36.59,-43.8,129,-4.518,-14.08,-37.47,41.22,-160.3,-21.29,-5.288,90.09,-120.3,24.3,-14.69,85.57,-3.017,90,59.04,-0.42,4.87,-4.63,2.45,4.56
264.3,217,58.96,-140,-181.8,-51.67,-94.32,0.2774,64.81,19.85,30.74,37.13,-45.01,-98.56,145.1,28.97,-111.5,-51.27,-194.1,-77.24,83.91,154.1,3.369,100.6,44.7,70.21,-140,100.4,-2.41,2.35,1.29,2.42,-4.83
104.8,91.19,-28.25,90,-132.4,-67.35,-76.72,71.76,-84.79,-37.44,103.6,-58.8,191.9,-77.17,-140.3,-123.9,111.4,-116.8,103,-48.49,74.57,-109.2,2.69,-57.32,-61.57,-48.16,110,78.92,0.78,-2.22,3.15,4.45,4.01
-109.2,-110.6,1.567,-40,-71.43,-13.31,20.06,-136.8,15.36,75.37,-67.82,-52.31,-24.66,-85.5,-77.84,113.7,-38.52,-13.54,54.7,-37.78,30.35,-57.88,-66.73,57.96,-73.41,93.16,70,-90.78,-3.71,-2.17,4.2,4.71,1.49
-109.2,-102,-12.36,-10,-208.3,46.33,33.89,45.58,-172.9,41.19,65.66,-32.33,187.5,50.12,-74.63,80.76,-6.564,40.03,138,-30.13,-183.4,-35.74,-259.1,-49.41,-57.48,-89.77,90,-79.38,2.26,3.99,-1.69,-4.81,1.74
110.3,106.9,52.55,120,-81.08,-88.78,-87.09,29.84,-29.89,-12.37,19.3,-55.81,73.37,95.32,-0.1393,-12.9,100.3,-92.36,59.09,31.06,89.16,-94.12,-25.62,-32.17,1.692,-24.17,140,83.03,1.88,-4.66,0.1,-3.86,-3.74
280.6,252.4,-41.11,220,10.64,5.327,-80.17,-27.31,55.18,-85.3,-122,154.5,-145,19.19,-8.95,-174.1,-139.9,62.98,-60.81,-189.2,-42.58,230.3,65.91,81.97,6.243,20.44,220,197.1,4.04,3.42,-0.84,1.37,-4.7
-148.5,-130.3,81.01,70,-46.88,48.19,33.89,-95.22,195.1,93.99,-106.4,-62.3,-153.9,-115.2,27.9,75.7,-122.3,-0.5323,-82.74,23.41,96.45,-48.15,216.8,111.9,152.8,56.05,60,-105.8,0.76,1.39,2.28,4.36,-4.19
250,241.4,-5.604,210,-21.74,-2.127,-90.54,1.167,25.01,-69.35,-158.3,129.5,-205.6,39.41,196.9,-153,-95.83,2.529,-114.9,-238.2,-8.393,239.4,-6.619,57.68,-22.89,28.68,190,190.2,2.35,2.9,-0.56,-3.07,3.25
-2.183,-14.02,21.13,60,-32.26,3.464,-31.78,40.2,47.94,20.3,105.3,30.11,-51.4,-115.2,115.2,1.027,98.13,-51.04,-12.56,-1.064,-6.57,93.1,176.8,-14.09,182.4,51.92,60,-24.64,-0.93,-3.89,2.36,-2.56,3.49
-19.65,-18.45,22.31,40,-51.72,-12.38,-49.07,56.13,8.722,7.382,136,21.62,84.96,-43.86,-13.76,6.512,-42.93,-55.63,-19.87,119.8,-108.7,8.548,141.2,-34.43,159.6,118.3,90,-14.14,2.08,3.23,-1.91,4.15,-4.5
262.9,256.5,-119.1,220,21.28,29.7,-87.61,-50.48,70.54,-159.2,-149.6,231.4,-213.4,101.5,98.61,-120.1,-267.4,219,-190.8,-244.4,0.4511,172.3,22.15,14.66,75.89,10.07,200,186.9,-4.27,0.95,4.72,2.56,3.35
-147.4,-140.4,-112.8,-230,-250,20.92,151.8,40.99,-161.2,16.89,13.72,-0.1835,87.76,-49.99,-78.44,139.5,51.18,23.03,98.9,-9.836,-92.92,-43.36,-194.9,-42.96,-167.7,17.33,-250,-122.1,0.35,-3.54,-1.71,-2.77,2.38
10.34,1.006,18.39,110,-83.33,12.95,-42.43,46.82,39.79,54.6,48.19,28.3,-77.13,-90.91,71.16,5.661,-25.89,33.38,-157.9,63.84,-9.923,84.57,113.5,30.34,157.4,137.2,120,-10.73,0.79,NA,-2.64,-1.65,2.77
117.2,104.5,-0.777,80,-166.7,-77.96,-110.2,59.51,-14.37,24.06,7.974,-108.3,35.9,-15.16,64.99,-65.77,-13.18,-104.2,-19.86,35.82,37.5,-63.16,-26.9,-27.64,-1.129,-117,90,70.54,3.53,-4.37,3.36,0.41,-3.97
0,-7.629e-06,-156.2,50,-66.67,156.5,52.45,75.68,-7.942,-48.73,220.5,120.1,29.25,-211.1,61.63,71.38,210.1,-87.72,40.01,96.01,-33.64,183,220,48.21,104.5,61.28,90,-5.363,-1.69,2.59,-3.34,-4.38,-4.83
84.01,87,-70.3,90,-191.2,-26.26,-85.47,72.88,-130.9,-17.44,35.18,-10.67,128.2,59.13,-62.61,-154.9,-84.86,-76.37,-15.56,142.7,-159.6,-119,-140.4,-42.42,-53.51,-39.41,130,70.13,0.34,0,2.86,2.49,-2.39
-105.3,-92.63,-71.3,-20,-173.9,-39.67,18.64,-92.23,-104.7,31.49,-50.68,-86.7,26.41,65.17,-185.1,8.895,65.23,-16.58,178.9,117,-59.29,-42.53,-237.8,-59.75,-216.2,-188.4,50,-79.2,2.32,3.2,3.63,0.41,-0.63
4.049,2.024,13.24,70,-62.5,-15.95,-42.6,46.2,21.52,-10.99,149.1,21.27,55.38,-97.86,13.8,16.34,150.3,-4.338,89.83,-51.39,-51.57,47.52,167,-30.75,191.5,126.9,110,0,4.1,2.6,-4.97,-2.22,4.75
-163,-141.5,-293.4,60,-145.2,41.83,101.3,-20.04,-11.85,77.03,48.23,-4.822,57.6,-83.77,-133.3,20.4,53.63,125.3,153.1,37.31,-110.2,-57.94,-53.74,22.52,-26.55,104.6,60,-106.9,-5,1.7,-0.5,-0.14,1.98
-87.04,-73.52,-54.69,-120,-192.3,139.8,-2.796,-173.5,32.09,159.3,-12.02,-142.5,-14.43,-10.3,-104.3,96.89,-8.85,-126.1,107.1,-29.54,13.27,121.6,-23.37,121.8,96.96,-69.94,-30,-59.64,-4.77,-2.63,0.87,-4.86,-3.73
277.3,248.7,0.7675,210,21.74,-21.1,-73.22,-81.81,64.35,-79.97,-228.4,111.7,-222.4,-76.72,65.58,-178.9,-179.6,100.1,-128.6,-97.67,12.5,211.9,21.08,76.1,6.286,22.08,220,173.2,-0.52,1.31,-1.35,-4.65,-3.81
270.2,260.1,36.37,180,93.02,21.19,-85.47,-199.5,215.1,NA,-136.5,178.7,-192.7,132.6,NA,-195.9,-53.94,99.39,-38.55,-6.4,103.2,152.4,51.46,55.61,103.8,-1.032,170,184.6,-3.75,-3.01,1.43,-4.89,0.78
79.96,89.98,-61.31,50,-183.3,-20.07,-79.35,50.02,-143.1,-39.53,76.85,-57.01,162.3,25.92,-142.8,-67.93,144.5,-46.12,86,-46.25,-16.06,-70.33,-31.89,-32.96,-27.04,-15.06,130,63.45,0.4,1.61,-0.97,-1.16,-4.96
207.2,213.2,-113.6,210,0,-37.98,-84,-22.86,11.85,-72.89,-141.6,132.6,-123.6,-47.85,52.08,-42.98,-161.8,54.26,-113.7,-233.3,-26.15,163.9,-2.581,24.56,31.83,52.28,220,169.1,-3.82,-0.75,4.57,4.94,4.7
74.7,73.89,-8.426,110,-83.33,-153.4,-80.92,22.43,-44.71,-70.59,54.13,-3.534,74.69,-51.01,6.692,-70.64,53.89,-16.12,-17.32,-3.125,7.925,-115.8,-54.16,-179,-115.7,-86.12,140,63.48,4.34,-0.08,1.97,2.86,-1.08
66.73,73.75,-12.35,80,-106.1,-85.32,-84,34.21,-69.03,-27.49,87.51,-14.77,119.5,-9.883,-44.88,-44.25,46,-47.4,55.22,16.7,-33.14,-70.34,-109.7,-79.48,32.34,-41.48,130,61.42,-3,1.19,-0.31,-2.83,-4.28
-168.3,-159.2,-143.9,-150,-350,115.7,137.9,76.4,-115.4,109.4,89.03,-13.94,108,-93.19,-26.83,131.2,-1.3,-2.612,29.51,-47.18,-141.9,-2.459,-104.1,69.25,-29.66,NA,-100,-145.6,-1.31,0.8,-4.05,-2.08,-0.2
204.2,219.4,-109.4,250,20,-28.84,-77.84,-54.63,88.78,-137.4,-160.3,157.2,-201,-59.45,112.9,-129.8,-152.5,72.04,-137.6,-91.23,7.051,161.4,75.44,29.8,64.62,12.79,220,189.2,1.18,2.02,-2.09,3.91,-3.51
-121.5,-112.7,-174,-60,-210.5,37.61,42.36,7.537,-96.75,64.64,41.49,-45.17,146.3,113.5,-105.7,72.73,-8.467,-78.68,109.4,16.7,-152.8,21.07,-154.4,-56.79,-75.78,-60.02,-30,-94.29,0.41,3.36,3.71,-1.31,-0.47
-114.5,-113,-21.43,-30,-181.8,5.216,20.79,101.6,-61.68,47.86,55.15,28.11,105.1,-34.14,-46.43,83.54,30.24,-25.36,93.78,-3.125,-138.4,-112.5,-148.8,-45.27,-30.69,41.98,-20,-105.4,1.21,2.65,2.26,-1.08,-3.95
-157.8,-137.7,10.91,-10,-208.3,80.74,46.96,155.6,-39.65,103.2,-9.813,-7.766,56.67,-122.9,101.6,112.3,-113.3,11.99,-73.9,-44.05,-96.39,-75.08,-100.2,139.2,-65.96,103.7,20,-114,1.43,-2.18,-1.48,-2.8,4.94
92.91,72.19,57.88,120,-67.57,-114.3,-87,80.49,-53.93,-56.28,-4.197,29.47,-3.222,-27.3,-8.132,-54.25,61.48,21.86,21.77,-35.08,-7.805,-102.6,-82.32,-120.2,23.59,-88.84,140,50.15,3.39,-3.34,-3.05,-0.58,-1.54
234,205.2,157.3,220,74.47,-26.98,-95.37,NA,145.9,-56.69,-111.6,168.5,-150.4,-236.6,76.74,-82.01,-28.18,74.22,-148,-160.7,83.4,147.9,112.2,63.03,68.58,17.2,220,108.8,-2.1,-1.59,2.84,3.75,-2.29
-101.6,-94.92,123.6,-10,-208.3,124.4,42.77,80.02,-119.3,92.09,139.7,-51.98,203.8,55.22,-44.51,91.88,51.6,-6.978,93.31,27.72,-117.4,61.67,-146.1,-20.94,86.49,97.69,70,-76.89,-2.68,-2.15,-2.04,1.7,-1.9
195.2,171.1,203.9,230,-10.42,-92.98,-91.19,-27.58,88.81,-117.1,-127.8,151.6,-212.3,-93.73,134.9,-94.19,-119.4,125.8,-131.6,-234.7,71.34,109.6,53.48,-23.25,46.3,-23.26,230,109.6,-3.21,-4.95,-0.96,-3.78,-3.43
-6.016,-17.71,60.06,30,-35.71,-48.34,-36.77,-17.64,70.78,-1.206,48.46,2.707,-61.08,-54.48,17.33,88.95,-3.865,-119.3,-42.87,64.73,78.68,-40.15,165.5,57.26,149,21.46,50,-18.57,2.61,-0.02,0.26,3.55,-3.34
-101.6,-98.6,-32.11,-10,-166.7,50.66,21.84,51.62,-147.8,35.37,134.8,-64.2,196.7,29.05,-160.9,30.02,66.04,-24.43,154.5,110.7,-178.2,-0.7594,-145.2,-39.41,49.8,-30.5,40,-81.72,-0.97,-3.24,-2.09,1.41,0.14
-2.005,-15.71,-108.6,120,40.54,-54.16,-24.21,-117.5,188,-67.79,153.8,-12.42,-28.6,1.882,-17.83,8.1,211.2,53.73,120,-95.64,161.5,23.02,206.4,10.8,163.4,72.99,150,-13.74,4.21,-0.39,-2.02,-0.86,3.13
-98.7,-95.4,-48.86,20,-129.6,93.07,76.68,67.75,-31.69,103.9,71.29,-57.14,35.01,49.83,-121.6,107.8,119.2,-75.52,73.19,25.62,-63.8,46.7,34,-28.82,138,56.03,80,-79.12,-4.26,-3.11,1.5,-0.67,-2.02
-14.78,-10.68,-52.34,30,-89.29,-53.84,-42.31,NA,68.97,-2.196,64.57,-53.78,56.3,12.79,1.444,-74.87,108.8,-84.33,113.6,59.57,53.37,-81.58,56.81,0.06758,88.79,1.304,30,-13.96,-1.22,-3.34,-1.27,4.72,-1.14
200.9,186,1.147,240,-10.2,-110.8,-105.8,-41.56,64.27,-192.6,-90.83,170.3,-94.07,-207.7,52.59,-174.8,-134.2,114.8,-105.6,-247.3,57.17,149.1,43.67,-74.06,-16.98,-41.9,250,135.3,-4.83,-3.64,-3.67,-3.27,-3.62
-137.1,-124.5,-95.69,-100,-266.7,156.4,92.55,28.88,-172.8,154.5,-23.63,-133,98.89,-19.19,-64.22,235.7,-36.11,-128.4,74.25,24.26,-68.07,60.25,-175.6,192,-99.79,-6.256,-20,-106.4,3.42,2.45,0.36,2.79,4.22
-99.66,-90.37,-32.03,-20,-173.9,108.4,55.81,121,-185.7,NA,46.58,-64.82,161.1,39.4,-126.4,22.48,48.42,-17.82,110.5,90.57,-132.9,-3.848,-198.8,10.46,-54.25,38.94,30,-67.52,-4.18,-1.11,-1.2,4.94,3.33
-140.8,-124.4,-49.28,-50,-150,102.6,95.68,7.284,-82.69,119.4,24.82,-73.78,111,-44.17,-25.69,172.7,-60.65,0.3768,28.69,-26.31,-107.4,28.93,-94.21,157.4,-21.23,60.41,40,-100.1,2.37,1.65,-1.59,-2.19,3.02
200.5,181.3,60.98,140,-38.46,-69.13,-119.6,62.78,125.5,-31.18,76.81,-6.548,-37.52,-119,94.99,-15.97,-3.637,-112.3,-36.52,-92.29,31.26,38.55,152.2,-19.13,121.7,-68.43,140,100.1,3.18,-2.77,2.3,-3.88,4.54
1.526e-05,-6.757,8.436,30,-107.1,-27.64,-31.89,140.8,-47.98,-32.81,192.9,-36.13,107.8,-49.39,-11.54,36.67,220.7,-85.42,116.9,0.08194,-17.97,76.13,109.4,-4.844,76.96,20.33,30,-0.3463,-3.55,-2.25,-3.11,-2.91,1.54
-1.689,-10.98,13.75,30,-53.57,-85.27,-39.87,60.27,26.85,-31.72,50.21,-59.44,-68.2,-11.09,47.55,-12.42,-69.32,-94.95,-95.34,86.8,66.92,40.29,135.5,-52.13,115.2,14.25,40,-4.155,4.82,1.87,-1.94,3.23,2.77
85.59,90.09,-52.86,90,-58.82,-40.32,-79.74,75.69,-66.42,-56.72,130,-6.548,128.8,114.3,-58.15,-73.35,111.6,-55.95,42.75,83.03,51.64,29.37,-85.21,-98.73,29.17,-82.38,130,75.14,0.43,-0.17,1.73,-2.07,4.34
-102.4,-92.89,-27.64,-20,-173.9,84.72,43.56,84.52,-106.6,87.74,67.16,-25.81,128.8,-32.76,-148.1,87.72,165.2,36.45,239.3,-20.93,-137.9,-25.65,-124.2,9.937,-15.14,37.54,40,-78.03,2.5,1.69,1.86,-1.11,2.58
-12.24,-9.593,89.06,30,-107.1,-33.49,-52.6,119.7,-7.016,2.449,61.14,18.24,12.58,-15,27.71,-13.47,9.648,-62.82,8.764,-5.259,15.01,-53.55,75.76,-12.32,55.73,27.92,30,-9.731,3.79,-0.46,1.95,0.55,0.58
-2.577,-1.289,-34.73,10,-96.15,42.16,-45.21,88.05,-37.41,23.4,158.3,14.74,80.56,-8.455,-20.57,8.666,63.05,-71.35,47.4,79.37,-9.827,34.99,77.41,-4.902,44.89,66.78,30,-5.485,-1.73,3.75,-0.52,-3.31,-2.35
64.43,56.52,85.37,110,-55.56,-79.6,-82.19,87.38,47.86,-31.47,31.06,23.83,17.52,63.52,151.4,-50.36,11.97,5.429,36.74,77.8,13.55,-80.71,26.3,-66.82,155.9,-56.62,120,30.96,3.18,-1.14,4.59,-1.72,1.91
74.1,68.3,22.7,90,-73.53,-66.6,-89.59,82.66,-45.85,-66.38,136.8,1.461,101.6,23.33,-43.21,-97.26,169.9,55.84,66.05,38.62,-30.28,-30.86,-27.7,-140.7,69.27,-16.15,110,47.59,4.16,-2.26,-2.66,2.42,-4.59
-146.3,-128.7,-125.4,-100,-233.3,154.5,124.9,-9.879,-142.9,136.1,22.46,-54.47,133.7,-65.48,-90.74,198.9,-63.49,-46.53,76.71,-115,-109.7,-15.24,-214.8,94.4,-115.8,21.11,0,-108.1,4.62,1.97,0.43,-4.78,2.62
-14.58,-7.29,-46.68,20,-74.07,-25.41,-42.81,58.68,3.069,-27.69,115.2,35.35,29.65,-28.59,8.598,-1.893,89.43,-75,41.93,48.44,36.7,2.239,100.5,-45.91,54.69,73.17,20,-8.832,3.75,-1.7,4.2,-4.94,-2.89
-9.602,-15.22,-12.81,50,-50,-43.28,-49.32,-7.991,47.75,11.83,65.11,-44.15,-13.11,-11.36,68.07,26.71,8.622,-109.2,-0.9718,124.9,20.17,-13.65,131.2,-28.96,146.1,21.05,60,-14.24,-2.03,NA,1.45,-1.94,-2.06
218.7,217,3.235,240,0,-95.72,-114.4,-50.68,41.48,-145.2,-41.69,151.5,-14.69,-45.82,40.96,-126.4,-52.28,60.89,-39.72,-207.1,41.71,170,22.3,-17.78,22.93,-99.96,250,169.3,-3.71,0.3,-1.29,-2.56,0.23
210.2,195.4,24.63,200,0,-70.69,-120.9,-51.92,107.3,-89.04,29.15,130,-127.1,-133.5,135.4,-93.53,-18.32,27.59,-244.6,-213.2,95.81,115.9,48.36,13.6,-7.663,-15.04,210,146.9,1.05,-3.26,-4.69,3.46,0.11
75.04,65.3,-14.49,100,-114.3,-30.17,-94.89,13.66,-69.05,27.42,14.98,-108.5,-13.11,-12.93,-3.647,-28.38,64.84,-80.4,-39.72,-29.59,-43.44,91.6,-31.62,-71.88,-5.34,-94.49,120,30.82,1.22,0.5,4.17,0.59,-2.3
16.82,11.98,-35.21,20,-92.59,88.65,-36.67,106.3,-40.4,11.87,211.4,40.27,119.8,-106.7,-75.32,-26.23,154.7,-24.22,159.2,-9.481,-29.32,97.06,198.9,14.63,130.5,133,60,1.295,-4.51,1.35,-2.27,-2.06,0.5
243.1,232.3,15.28,230,0,-115.7,-110.6,-19.79,109.2,-104.6,-15.73,105.2,-79.23,-184.7,138,-102.9,-66,79.32,-97.98,-304.7,42.92,111.5,111.6,-15.33,66.51,-143,230,177.1,-2.49,2.14,-2.57,-2.68,-0.07
-90.98,-91.92,-113.2,-20,-152.2,19.44,18.79,21.85,-163.1,46.44,26.6,-73.81,90.08,20.41,-69.55,31.25,38.83,-59.22,99.4,98,-164.4,-15.37,-218,-122.2,-59.12,-49.43,30,-70.5,-0.46,0.51,0.32,2.09,-2.78
246.9,227,33.8,240,51.02,-46.52,-106,-155.7,237.4,-81.95,-50,154.4,-137.7,-160.7,114.9,-95.46,-32.18,90.26,-117.9,-252.9,106.7,149.2,90.87,34.59,99.24,43.79,240,166.7,-3.53,4.38,0.79,1.52,-4.22
-88.69,-83.63,-18.33,10,-153.8,82.16,18.79,18.43,-79.98,102.4,12.49,-62.47,152.7,40.8,3.948,99.17,-37.25,-43.18,33.25,-14.42,-122.8,-8.13,-126.3,3.676,10.67,-41.78,90,-74.57,-1.93,1.51,1.8,-3.62,-1.01
0.7645,0.3823,25.42,0,-100,20.52,-45.91,129.4,-124.3,-22.28,150.9,11.28,118.8,-99.52,-120.7,-5.329,115.8,-35.16,133,77,-26.35,60.39,137.1,-5.986,53.51,43.07,30,-3.886,-3.93,0.64,1.82,-3.67,-0.06
-133.8,-127.6,-20.04,-170,-250,176.2,83.49,30.82,-148.1,147.3,65.56,-39.15,113.7,-103.1,-192.8,180.2,109.8,-16.2,171.8,-62.6,-116.4,88.38,-115.2,90.95,54.96,145.8,-90,-118.2,4.98,2.74,4.79,3.54,0.98
96.33,87.45,12.51,90,-73.53,-56.26,-78.26,52.96,-102.1,-15.7,26.6,-18.98,81.87,-21.56,-61.63,-3.152,107.3,-33.7,73.15,-60.13,20.82,-17.3,-56.2,-7.596,-8.099,-51.61,150,60.14,4.81,-0.19,3.15,-0.68,0.55
97.86,95.36,52.35,80,-75.76,-64.91,-73.64,47.95,-38.03,-28.46,86.39,-64.99,102.4,65.99,-31.36,-57.58,59.97,-131.4,-37.09,23.88,125.4,-49.14,-25.11,-66.21,77.58,-55.26,120,67.54,3.79,-3.41,-0.99,-0.84,0.94
-11.22,-5.609,-176.4,80,-197,174,-33.24,90.82,-89.24,135.9,237.5,-68.56,138,-125.5,-54.05,50.36,182.9,-23.48,131.8,-73.68,-101.1,213.4,25.23,73.8,177.3,168.4,130,0,-3.8,-1.26,-0.03,-4.05,-3.87
217.1,230.2,-134,160,24.39,-9.335,-66.04,-128.1,54.51,-98.81,-154.7,152.6,-207.9,19.68,1.464,-56.98,-63.39,121.9,-148,-81.1,-37.57,114.4,49.69,123.7,-17.27,104.4,180,194.3,-3.14,2.28,-2.89,-4.35,0.99
-96.96,-85.64,-129.7,-20,-173.9,2.713,7.753,38.95,-120.4,24.7,8.807,-0.2517,51.27,60.08,-74.98,27.11,64.27,-12.37,81.05,99.43,-68.13,-143.1,-179.2,-170.2,-151,-67.53,10,-72.58,-1.68,1.58,-1.5,-2.08,4.17
275.6,256.1,NA,-40,-95.24,-128.1,-86.53,-105.1,85.64,-45.75,-106.2,25.22,-108.4,-74.23,25.12,-80.68,-58.37,-125.3,73.81,-86.05,29.89,79.61,47.06,-17.59,14.15,-27.77,-20,176.7,3.87,-3.99,0.26,-4.27,4.65
-131.4,-116.4,-136.9,-60,-210.5,53.48,28.25,41.8,-17.7,107.9,-11.22,38.53,48.32,-85.15,-50.41,92.85,-41.28,129.6,23.07,-82.34,-55.03,-139.1,-89.95,71.21,-115.5,119.9,-30,-101.2,2.94,-4.1,2.58,-1.87,0.06
26.44,26.73,-25.75,140,-12.82,-6.753,-29.14,-41.27,177.7,-6.708,128.3,-40.2,-78.83,-2.16,92.46,-27.9,106.5,-27.76,54.96,41.32,183.1,91.09,138.9,5.094,163.3,-25.87,150,24.93,-1.87,-3.42,1.78,-2.8,-0.59
-82.53,-81.81,-158.1,-60,-289.5,49.18,-4.545,4.542,-177.3,80.72,-42.88,-149,24.66,16.4,-162.3,115.7,105.5,-156.9,165.1,20.29,-28.05,83.22,-208.9,-4.305,-173.9,-148.6,-10,-67.08,2.29,3.32,-0.71,-4.71,-2.83
149,135.3,107.5,90,-73.53,-78.18,-74.24,-51.97,32.65,11.12,-38.36,-31.51,58.17,-17.45,-12.19,-26.56,59.24,-24.34,133.2,6.693,84.26,-30.9,-3.003,15.79,-1.312,-80.03,120,98.61,-1.51,-2.31,0.43,0.86,1.92
129,125.3,159.8,230,-83.33,-53.22,-78.34,192.1,-74,-3.737,10.1,-35.56,82.81,-65.49,-7.636,-127.2,26.07,62.9,94.1,-9.381,40.21,NA,5.278,4.121,-95.09,-61.85,250,91.28,4.46,-4.37,2.55,-0.28,3.31
-9.941,-4.971,-172,-30,-113.6,1.482,-56.08,46.91,-57.7,10.3,92.34,-10.64,43.16,-46.03,-87.28,-2.881,110.6,-90.5,102.6,18.64,-46.27,33.82,97.3,-33.46,128.2,75.63,20,-4.179,-4.46,-4.58,2.16,-3.59,-3.49
-6.259,-6.917,-40.91,20,-74.07,-21.24,-46.35,44.18,74.13,5.862,110.9,-0.02884,9.409,-82.26,-14.28,21.75,90.35,-75.73,49.81,-65.26,-9.944,13.68,189.4,-27.75,209.5,105.3,30,-7.599,0.31,2.94,3.54,0.89,-4.22
213.9,209.2,-18.81,250,20,-70.46,-109.6,NA,151.6,-127,-142.4,185,-154.4,-178.9,122.1,-134.6,-196,157.6,-201.1,-231.7,106.5,94.68,56.04,-16.67,42.97,-61.09,250,154.6,0.73,-1.45,-4.04,2.27,-2.16
-96.83,-90.08,-75.81,-40,-214.3,113.2,31.53,85.76,-58.38,125.8,77.48,-120.1,185.1,-70.19,-58.36,159.4,25.15,-104.5,98.61,-116.5,-152.1,92.93,-216.8,133.1,-16.77,-35.03,30,-84.73,-2.46,NA,4.95,4.45,4.88
100.5,84.35,41.25,90,-73.53,-80.88,-80.42,71.57,-50.23,-50.11,8.397,-14.62,9.409,51.92,-1.198,-90.8,89.47,19.52,36.87,-2.69,-6.038,-113.7,-24.43,-187.2,35.07,-83.55,130,47.49,-0.44,-1.15,2.08,-4.72,-0.53
-97.57,-86.66,-80.79,-30,-181.8,98.04,46.14,79.74,-169.1,35.18,143.6,-57.73,166.3,109.6,-92.79,47.24,101.8,-46.2,105.6,68.42,NA,24.62,-128.1,-118.7,5.195,8.673,60,-69.91,-0.44,1.41,2.31,-3.72,3.23
108.6,92.19,-51.7,90,-117.6,-61.94,-65.82,137.4,-97.8,-79.43,44.8,-46.46,41.18,34.48,-18.41,-82.73,88.59,3.274,-6.949,-19.76,39.28,-22.66,-87.18,-111.4,-10.18,-61.09,120,60.41,4.72,-0.92,-4.78,1.02,0.26
250.7,220.1,85.48,220,21.28,-88.45,-104.8,-138.5,148.2,-122.5,-34.69,143.2,-115.7,-119.8,64.23,-151.1,-108.8,95.57,-152.3,-254.4,106.9,43.01,113.7,-20.7,37.26,-31.42,240,155.8,2.2,4.31,1.63,-3.85,-4.79
-131.4,-118.8,-16.54,-40,-238.1,105.6,51.01,-18.62,40.15,160.5,-14.63,-86.91,12.39,-135.9,39.43,164.9,-110.5,-89.02,-9.937,-72.38,-57.21,27.69,-21.02,221.7,71.97,92.87,20,-99.16,-3.64,3.4,1.26,-2.97,-2.26
5.33,13.74,-33.49,40,-51.72,-13.63,-38.66,29.43,101.6,-15.08,124.4,-8.594,-75.42,38.3,99.19,-12.4,94.48,-93.32,-22.8,93.85,103.7,47.1,165.1,-71.76,183.1,49.4,30,13.87,-3.37,-0.6,-4.79,-4.69,4.21
-136.5,-126.8,-45.46,60,-112.9,14.07,108.2,81.24,-96.81,37.65,20.09,-21.86,43.06,24.41,4.148,15.44,-23.34,73.08,-6.755,217.2,-65.41,-46.72,-87.46,-8.547,-33.98,97.11,80,-99.41,3.74,-1.79,-0.11,-3.11,-4.23
0.5331,-1.316,-3.541,-60,NA,-25.94,-38.66,-59.13,-145.7,-3.817,-80.71,-71.38,74.96,33.67,-81.98,40.44,59.97,76.22,166.8,-185.4,-82.06,NA,-147.2,-21.77,-193.6,-132.3,10,-2.312,-2.18,1.95,1.65,3.43,2.9
