"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
-154.6,-143.7,-95.45,-220,-333.3,6.202,119,-98.06,47.67,82.18,-91.31,-43.57,-6.197,13.34,-80.71,154.8,-13.67,-86.04,83.44,97.01,-14.74,-105.6,-133.6,129.5,-156.9,-5.883,-190,-132.3,4.15,3.83,4.04,0.01,-2.87
174.6,118.6,161.8,-40,-190.5,-77.53,-99.04,-81.1,92.63,35.99,-49.24,-70.28,42.01,-49.28,-18.02,-14.09,4.131,-89.1,14.82,-29.22,134.8,-65.73,-41.68,-3.869,-9.442,-44.48,-30,59.82,3.83,-2.67,-1.58,2.09,1.77
27.69,17.75,-139.7,-10,-208.3,155.9,-17.26,94.15,-63.7,83.48,253,-55.26,7.037,-167.8,-65.68,14.8,102.4,-152.5,92.01,-38.42,-82.4,180,133.3,28.63,125.2,60.51,60,0,2.84,2.07,4.12,-3.95,4.69
240.9,128.5,6.07,-40,238.1,155.4,-17.04,-318.9,419,-82.93,-216.1,93.44,-339,84.69,-79.25,25.72,-201.2,-72.71,-68.8,-52.3,407.9,-84.02,120.6,108.6,80.96,-55.32,20,68.84,2.7,-2.96,-3.57,3.25,2.42
-89.67,-81.13,-97.26,-110,-285.7,94.11,12.08,65.81,-113.7,100.3,75.23,-49.8,124.6,-50.28,-173.1,111.8,75.25,-28.04,170.5,-70.85,-137.7,-17.78,-230.3,19.05,-109.3,51.12,-30,-68.44,-3.42,-0.97,-2.83,-0.44,4.25
-90.5,-77.51,-113.4,-70,-277.8,107.2,2.373,69.77,-113.1,114.1,68.14,-67.99,120.3,-27.6,-137,94.15,23.93,-146,196.9,41.79,-115.6,14.71,-178.7,57.33,-39.07,44.52,10,-63.61,-0.27,4.89,2.16,4.15,-2.17
-150,-139.5,-122.7,-160,-277.8,55.91,128.6,145.5,-127.1,77.03,52.03,-59.17,83.6,63.14,25.43,138,-62.16,-36.47,24.98,125.3,-94.63,-48.61,-155.5,-9.747,-71.56,12.75,-120,-124.8,4.1,-0.83,0,-3.89,-3.31
93.8,83.19,9.807,-50,-150,-53.65,-84.98,-24.37,-36.96,8.869,-39.49,-48.15,136.2,29.11,-14.28,-51.32,30.55,27.59,168.1,36.49,-55.08,85.11,-2.5,-41.35,-12.33,-49.95,0,28.99,4.38,3.34,-1.64,-1.38,-3.03
287.2,252.5,39.31,220,-10.64,-133.1,-114.1,-17.16,70.79,-67.96,-152.3,26.78,-159.8,9.83,131.5,-136.1,-70.44,141.4,-54.37,-123.9,1.618,173,10.51,-126,47.94,-1.687,210,168.7,-1.31,0.67,-2.76,-2.05,-3.07
97.93,93.32,28.55,40,-155.2,-32.55,-80.13,86.16,-114.3,-16.74,33.99,-48.7,132.6,111.9,-71.31,-89.84,134,-0.2247,204.1,117.3,-49.83,-45.69,-62.63,-84.55,-39.07,46.58,80,59.58,0.33,-4.64,-0.68,-0.98,3.11
-1.24,-0.6198,82.8,150,12.5,-72.75,-36.45,-53.35,113.4,-39.99,54.61,24.02,-110.1,-40.08,50.69,-23.87,91.81,60.46,-17.1,-29.77,69.16,98.85,104.7,-76.12,88.3,-28.5,170,-5.234,-0.01,-1.48,-3.84,0.47,NA
-154.3,-141.2,-68.51,0,-200,195.6,171.2,82.75,-188.6,137.4,144.3,5.485,207.3,-114.2,-147.9,106.5,41.28,21.11,139.8,9.471,-161.9,9.986,-184.5,75.4,-75.11,183,100,-114.1,-0.77,-4.17,-2.01,-4.67,3.78
-97.78,-91.57,-4.118,-20,-152.2,29.9,66.78,40.75,-245,2.311,9.541,-46.01,20.24,122.2,-245.3,10.03,37.88,-43.72,84.16,104.5,-186.9,-30.71,-135.1,-174.5,-35.71,11.09,40,-72.06,-0.39,-2.88,3.19,-4.96,2.54
25.9,19.05,-15.24,20,-55.56,1.227,-53.74,109.8,-3.652,-27.52,157.6,80.66,60.03,-148.6,-12.89,31.06,130.5,-30.12,177.2,45.72,26.26,82.23,84.19,-21.76,24.56,33.33,30,10.75,4.84,-0.3,3.87,0.82,3.6
19.03,12.56,-16.71,20,-37.04,33.09,-45.71,110.6,79.7,18.93,208.2,1.934,10.56,-100.7,51.31,111.1,77.83,-226.2,31.95,44.74,98.65,90.03,139.3,-0.04907,115.7,78.74,40,4.109,-3.99,-1.62,-2.2,-4.38,4.87
264.3,257.1,-22.65,220,-10.64,-95.41,-118,-38.78,79.7,-88.89,-133.8,89.54,-181.9,-89.25,71.98,-82.78,-139.7,105.2,-179.1,-213.9,14.65,192.5,-12.83,48.53,-42.36,-25.05,210,191.2,2.53,0.02,4.38,-0.44,-1.15
-98.31,-88.79,3.051,30,-89.29,-24.26,58.74,71.05,-48.11,8.704,76.55,-46.6,166.5,135.7,-37.98,63.06,-39.45,-131.8,72.81,60.42,-202.5,27.62,-121.5,-99.42,16.5,-7.908,80,-68.27,-0.21,2.63,-0.09,2.06,-1.73
-0.3497,-0.1748,49.45,50,-66.67,-15.78,-53.28,165.1,-32.42,-36.09,145.9,71.35,0.5266,-100.2,32.48,-44.11,97.73,17.38,76.62,-41.09,-28.23,72.5,88.43,-95.79,NA,18.42,50,1.267,-3.63,-2.2,-2.02,2.4,4.21
-101.7,-89.07,-15.38,20,-185.2,113.2,26.28,115.3,-245.1,53.36,135.3,-38.3,206,75.36,-124.4,-16.31,46.62,-76.85,91.2,121.1,-275.2,4.108,-213.7,-165,-27.25,69.49,110,-68.97,-3.87,-1.94,4.97,3.74,4.54
-93.36,-88.34,-0.8233,10,-153.8,14.93,9.235,59.36,-141.1,49.93,44.95,-49.26,129.1,44.75,-238.7,40.22,120.1,-21.14,183.6,28.24,-221.5,-41.27,-191.8,-91.26,-80.76,-12.23,90,-70.06,3.7,-2.4,-4.47,4.4,0.6
-160.5,-142.7,-27.07,-180,-357.1,76.33,83.11,3.207,39.37,121.5,-59.77,21.4,-33.54,-99.29,117.8,188.8,-142.4,46.27,-133.6,-133.9,24.08,-143,-41.44,109.8,-47.76,152.5,-140,-120.7,-4.95,-3.49,-4.82,-2.8,2.6
235.3,246.1,-1.657,210,54.35,-7.591,-104.4,-167.9,85.87,-104.6,-189.6,157.8,-220.4,-109.2,-94.05,-111.6,-222.9,189.3,-119.1,-240.4,-97.98,177.9,46.76,51.27,53.45,18.84,220,200,-4.29,-1.38,4.46,-3.4,-4.12
102.4,99.83,-57.64,40,-86.21,-85.37,-81.69,21.52,-28.32,-11.73,51.85,-123,196.1,1.538,NA,12.41,125,-170.4,184.8,-3.946,101.1,-19.58,71.41,-13.05,97.14,-116.5,70,77.66,3.95,2.85,1.71,1.85,-3.92
0.3497,0.1748,-115.2,20,37.04,156.2,14.92,40.68,94.76,11.11,211.1,72.56,-151.1,-220.8,-55.01,21.53,46.62,-89.23,23.14,-50.99,87.04,230.3,172.5,32.2,125.7,41.83,30,-1.267,1.26,0.37,-3.07,-0.91,1
-93.9,-90.7,-101.7,-30,-136.4,-6.441,40.51,-57.46,-138.5,48.15,-18.62,-66.37,-29.51,112.6,-204.9,-0.1228,112.5,26.79,196.1,86.68,-100.7,7.923,-143.9,-148.8,-48.54,4.773,60,-72.19,4.75,1.36,-1.55,0.62,-3.51
-101.8,-91.54,-44.15,-40,-166.7,-5.737,24.17,-46.93,-130.1,52.63,-55.16,-66.37,65.13,124.5,-178.8,15.89,-23.51,-60.85,108.7,132.2,-163.3,-23.91,-201.4,-50.9,-145,-78.97,50,-67.88,-2.96,-1.87,4.39,-1.69,2.87
NA,-4.878,-64.52,10,-76.92,4.826,-19.39,50.73,44.62,14.95,105.2,-12.24,-57.11,-171.5,33.45,-49.09,219,-6.652,41.12,-96.82,104.7,108,132.1,4.372,37.01,28.64,30,-1.987,-2.28,0.67,4.69,-2.27,-4.58
89.63,85.44,19.15,-40,-142.9,-71.93,-79.29,113.5,-91.23,-26.83,13.36,-63.54,100.6,0.7162,-31.5,-27.12,27.18,-41.25,69.94,-1.148,76.47,-112.9,-6.33,-28.64,-56.14,-165.7,-20,60.26,-3.28,-0.15,2.87,-0.51,4.14
-165.2,-148.2,-208.7,-90,-156.3,21.02,94.96,23.75,-113.4,80.98,42.29,-22.34,90.36,-14.36,-65.13,123,13.66,30.25,86.83,0.4208,-103.7,-91.38,-145.6,-39.39,6.596,-22.56,10,-127.2,-1.78,-4.51,1.22,-4.55,-4.32
66.46,73.86,-58.04,-50,-125,-23.34,-73.84,58.49,-103.2,-7.061,38.73,-85.76,151.1,107.1,-122,-70.14,152.2,-4.922,235.9,116.5,81.05,-78.05,3.588,22.8,56.02,-31.67,10,34.11,-4.61,-2.48,-2.32,3.99,0.84
-106.4,-91.38,-60.94,-80,-176.5,58.83,16.22,20.73,-148.9,75.65,0.4605,-44.93,117.7,75.05,-179.8,129.1,38.07,-121.6,169.9,34.26,-175.9,-39.72,-185.5,-64.11,-115.6,-18.39,30,-71.11,2.33,3.97,0.34,-1.76,-0.49
94.17,67.92,NA,80,-90.91,-165.9,-89.58,79.47,-22.42,-45.49,23.49,-79.84,47.82,-22.44,54.6,-41.27,9.265,-50.76,-34.49,109.3,163.9,-182.4,-14.53,-175.3,82.24,-122.5,100,54.07,2.96,-2.22,-0.44,-2.94,-2.72
4.743,5.844,-6.899,20,-55.56,-14.18,-41.97,98.65,-1.023,-6.928,91.41,33.49,-44.98,-149.8,18.88,21.1,62.08,-44.33,9.173,96.61,48.81,111.2,103.5,-0.627,-9.047,4.419,40,8.519,3.35,NA,-4.64,-0.13,-4.95
254.1,217.3,77.55,180,-34.88,-74.86,-110.7,58.83,29.45,-46.22,13.7,100.3,-62.44,-177.6,-4.303,-41.27,-86.76,73.68,-69.22,-213,112.9,116.3,-19.02,45.73,16.12,-11.51,230,136.7,-1.96,-4.08,-2.4,4.21,1.78
118.6,97.48,10.94,80,-60.61,-159.3,-84.29,55.26,-36.68,-89.87,-35.23,-33.9,44.15,15.36,6.35,-60.52,-1.938,-7.136,-5.711,7.843,65.51,-237.8,68.88,-101.1,42.77,-219.4,90,83.7,3.89,-3.29,-4.26,-3.17,-0.63
-98.24,-90.79,45.14,0,-180,76.84,21.51,111.4,-148.9,65.83,92.56,-13.68,95.6,11.38,-78.25,18.96,78.08,-23.59,112.4,80.76,-173.1,-16.67,-121.7,-192.8,-27.8,106.9,50,-67.04,1.97,-1.86,2.67,-0.75,4.41
245.3,233.7,13.44,250,-40,-26.51,-100.2,76.83,32.69,-106.2,NA,177.5,-226.9,-119.9,282.1,-155.3,-92.36,92.99,-45.4,-285.9,-11.64,193.7,-7.15,55.13,24.51,-18.82,220,202.2,-1.96,-0.45,-2.46,1.34,3.21
-165.3,-138.2,25.73,-60,-236.8,72.1,53.26,27.61,-134.6,89.84,14.28,-11.23,111.2,-97.05,-46.29,105.2,-120.4,-2.845,17.11,-55.56,-132.1,-85.47,-171.7,65.88,-172.9,26.8,0,-107.8,-4.76,-1.35,2.01,2.12,0.9
4.065,-4.912,37.6,50,-16.67,0.9903,-36.68,23.64,56.68,-5.109,126.5,88.62,38.63,-126.9,-40.02,26.8,135.7,-82.23,14.13,20.52,18.59,34.85,135,-3.314,109.4,129.7,80,-1.526e-05,-0.88,2.56,-4.75,-2.88,1.47
87.27,99.89,-144,-60,-105.3,-62.78,-58.95,108.3,-153.7,-138.9,43.99,-13.24,99.84,-108.7,-41.66,-50.92,-11.21,-105.5,92.3,-57.51,144.9,-59.34,-109.5,-62.67,-158.9,-138.9,-40,92.69,-2.8,4.1,-0.07,2.13,-3.21
82.68,88.21,-114.9,-110,-214.3,-7.431,-74.67,9.84,-100.7,37.41,-4.93,-28.38,85.16,-56.37,-92.35,-68.43,-56.84,-69.94,0.4176,61.67,-33.63,-17.6,11.78,149.8,-64.09,-73.9,-50,68.34,0.8,4.07,-1.05,-4.89,NA
257.9,244.6,-36.17,230,-20.83,-39.79,-55.81,32.47,16.61,-77.86,-97.63,98.8,-142.3,-39.22,54.35,-111.8,-217.9,68.99,-128.2,-138.4,-125.7,167.7,47.75,-16.96,-43.5,163.2,240,190.1,-0.95,3.82,-3.36,1.78,-2.77
-102.4,-98.06,69.78,-50,-150,-35.53,-5.502,-52.74,-82.4,31.42,-57.07,-99.03,69.67,61.09,-139.5,54.52,-30,-95.07,118.2,37.2,-79.07,21.02,-223,-128.6,-211.7,-204.4,-10,-85.93,3.35,-3.14,4.31,-2.31,-3.09
-154.2,-142.7,-83.83,-210,-250,99.85,29.08,-68.65,-134.7,117.9,39.49,-46.54,82.72,-70.09,-117.4,121,-52.37,3.364,76.08,-38.36,-73.39,-24.08,-179.8,127.5,-99.45,78.08,NA,-125.5,4.47,4.24,-2.13,1.89,2.94
5.906,6.078,15.88,130,-52.63,31.74,-43.23,128.5,51.93,15.7,157.3,32.69,-72.19,-143,90.13,6.376,54.11,-46.2,-34.17,-30.91,77.54,142.3,39.9,40.26,143.4,-6.09,140,5.413,NA,2.65,-2.69,3.97,3.91
231,228,-77.66,230,-104.2,30.88,-58.95,150.9,-141,-56.53,-86.68,103.8,-98.28,-71.8,-8.864,-74.4,-226.8,62.7,-77.41,-206.5,-134.6,167.5,-4.243,49.68,-90.51,164.1,240,164.4,-0.81,4.64,2.73,2.27,1.48
0,3.125,-15.12,100,-42.86,-4.025,-55.81,31.05,58.23,40.03,73.6,9.474,-36.32,-170.4,102.7,-11.53,15.64,-28.75,-91.46,49.97,70.64,61.98,86,97.48,81.98,-25.73,110,0,-3.74,-3.25,-2.81,-0.42,-1.58
14.75,11.28,-13.05,140,12.82,14.76,-26.27,3.046,56.78,-42.85,133.2,119.3,32.29,-188.1,-44.21,-65.29,93.31,83.92,78.12,-19.85,39.95,100.9,160.4,53.25,126.2,79.21,170,14.96,-4.14,0.43,-0.58,2,-1.38
-136.9,-131,-115.8,-110,-214.3,113.4,105.7,1.707,82.55,NA,-26.29,-96.02,-19.67,-122.7,20.08,165.9,-9.074,-17.24,34.56,-142,-3.107,24.96,-3.459,198,32.54,19.63,-70,-111,-2.36,-1.62,-0.61,4.6,-0.15
0,-11.72,86.64,30,-71.43,-17.35,-56.73,-23.73,-10.08,35.72,55.15,3.871,-26.54,-127.2,-63.61,19.85,36.43,-23.77,48.42,24.46,-63.57,13.15,108.4,2.936,61.22,109.7,70,-8.268,-1.12,-2.45,-3.61,-4.82,3.68
-62.5,-62.5,-69.15,-40,-142.9,62.93,29.58,-46.74,-75.56,79.37,12.04,-74.31,149,133.2,-114.6,129.3,48.68,-155.9,93.96,25.8,-112.6,74.56,-166.9,-77.95,-58.41,-21.48,50,-47.64,0.56,-2.74,-2.15,-2.52,-2.04
98.31,80.41,-4.61,100,-142.9,-79.28,-82.12,158.7,-97.85,-55.71,87.32,-19.71,223.5,-68.58,140.8,-151.7,145.8,-63.74,91.98,45.94,-41.58,-102.9,-53.06,-74.86,-24.36,-50.58,100,70.87,4.6,-2.14,-1.03,-0.95,-2.15
251.4,223.4,88.17,180,-11.63,-64.37,-107.5,16.68,-5.905,-93.39,-99.52,149.7,10.72,-22.35,43.13,-92.54,-41.45,88.82,-58.49,-76.24,-90.6,51.96,67.17,90.79,39.26,-86.6,180,158.3,-2.88,-1.53,-1.85,-1.61,1.6
92.7,77.6,-12.15,30,-71.43,-95.34,-77.04,-38.7,-7.995,-24.01,72.26,-69.96,203.9,-38.14,-52.7,-8.246,54.81,-74.35,61.29,25.8,97.67,4.717,-28.46,-47.38,25.37,39.49,80,60.24,-1.42,2.08,-3.96,1.2,3.51
226.1,210.7,3.396,220,-53.19,-10.47,-82.12,102.1,-68.59,-95.23,-191.2,83.29,-156,11.47,78.3,-162.4,-184.1,117.4,-58.49,-207.8,-58.99,226.4,-47.9,80.73,-120.7,-3.002,220,159.1,3.54,-0.37,-2.04,2.74,1.14
-117.3,-107.3,-31.67,0,-80,26.34,66.45,7.421,-8.824,56.11,35.29,0.7592,127.9,25.61,-78.58,131.7,66.09,-14.58,140.9,-64.66,-87.67,-64.82,-87.01,-15.26,18.54,15.37,70,-90.21,4.15,1.44,0.68,-3.68,-1
153.2,159.9,3.698,240,-20.41,-90.93,-82.83,73.07,2.49,-99.49,-226.9,29.57,-197.5,-94.57,112.4,-149.5,-238.9,132.7,-131.6,-232.4,-3.45,260.7,6.379,-71.46,-64.08,-35.16,NA,126.3,3.18,4.06,2.38,4.25,-4.5
74.14,64.85,20.03,100,-57.14,-107.2,-89.94,-3.111,39.97,-64.03,108.7,-65.59,169.1,5.054,NA,-99.01,171.9,-56.97,96.94,124.1,31.64,-139.9,-1.593,-14.33,30.81,-81.05,120,52.41,4.4,2.17,2,4.35,-3
-113.7,-105.5,-90.81,-10,-145.8,42.63,102,54.6,-140.4,27.53,62.25,-58.61,134.2,167.9,-162.1,-6.472,5.87,-68.63,167.8,235.3,-137.3,-52.65,-206.6,-158.7,-77.17,-173.3,30,-83.33,-4.68,-3.98,1.01,3.83,-0.6
138.3,130.9,-21.47,-90,-218.8,-64.74,-101.4,95.24,-81.23,29.38,0.3197,-48.32,101.4,-80.17,-0.2132,65.28,56.83,-99.83,116.8,-53.03,78.58,-29.5,-10.24,64,-67.84,-103.6,-70,104.4,4.5,4.78,2.62,1.4,-3.71
117.2,107.6,-58.62,-70,-277.8,-3.478,-91.54,-9.608,-115.2,55.4,5.099,-58.36,167.8,-10.69,-263.5,1.114,81.39,-158,49.53,-67.69,0.914,10.6,-33.44,41.71,-7.457,-22.16,-30,88.16,0.39,2.42,3.6,1.49,3.74
29.56,16.36,-8.305,90,14.71,50.57,-17.58,56.2,92.17,12.04,125.3,32.62,-103.3,-108,84.27,22.38,147.1,-78.72,23.16,19.49,66.31,122.1,159.2,-19.57,87.36,5.136,100,6.384,3.28,3.67,-1.03,4.45,-0.93
-151.5,-137.4,-120.2,-180,-285.7,86.61,105.7,94.66,-176.9,68.72,82.68,40.98,158.9,-124.1,-192.6,159.4,24.84,-0.01241,149.5,-50.84,-199.4,-45.15,-118.5,96.11,-249.4,68.28,-150,-118.2,1.51,1.27,4.61,2.49,0.58
296.7,276.5,-21.81,230,-20.83,50.57,-61.96,-3.062,54,-20.79,-171,75.77,-227.1,-19.03,137.8,-90.77,-159.1,106.1,-162.3,-64.02,-40.84,190.6,-3.851,37.12,-45.47,187.6,210,217.6,0.09,4.77,0.9,-1.22,-0.61
-74.82,-80.13,-41.17,-30,-204.5,-25.82,71.17,-28.31,-108.6,25.36,-82.77,-146,18.91,149.9,19.4,36.42,-56.85,-69.6,10.43,89.09,-9.013,NA,-97.98,-66.11,-72.31,-119.1,10,-64.01,1.94,2.66,4.49,-1.05,-4.19
-81.39,-83.41,7.801,-60,-210.5,-24.38,51.45,106.7,-139.7,18.23,-1.151,-53.01,99.34,113.3,-122.4,114.6,-17.44,-120.9,147.7,56.12,-131.3,-97.76,-198.2,-81.51,-103.6,-190.4,-20,-70.57,-4.42,-3.62,-3.16,-4.08,-1.92
315,273,22.26,180,-69.77,-9.244,-81.68,42.76,47.4,-28.54,77.53,84.8,25.69,-129.6,65.41,-50.52,-11.72,135.2,-33.2,-140.2,147.5,80.56,-6.541,125.9,-61.58,101.3,180,162,-3.42,3.31,0.11,4.03,-3.15
5.474,13.81,-45.66,140,-64.1,110.4,2.144,97.7,24.32,-57.03,212.1,60.71,53.9,-189.1,-33.4,-22.05,203.1,-21.69,91.34,-77.21,100.5,67.19,132.3,28.28,43.98,11.65,190,18.46,4.75,0.91,1.53,-1.28,4.16
-13.94,-8.441,45.26,170,-35.71,-31.41,-28.96,80.17,52.93,-23.88,121.2,26.07,-0.8146,31.3,-18.5,-121.8,-135,-70.17,-158.9,-7.497,132.4,-8.786,12.77,-45.72,-18.32,45.02,170,-12.15,-4.48,1.64,0.32,-2.24,-4.16
80.24,76.88,41.28,90,-73.53,-81.45,-90.91,62.41,-86.26,-35.6,82.07,-67.94,128.5,-3.578,-50.79,42.53,114.7,-86,50.84,10.72,115.5,-37.06,-18.12,-43.23,25.78,-49.71,130,63.94,-3.1,1.86,-4.7,2.34,1.61
-148.4,-140.4,-10.8,60,-161.3,66.29,139.2,141,-68.69,117.6,93.24,-29.93,104.4,-60.82,14.97,129.2,-67.16,44.72,-5.084,10.72,-132.8,-107.2,-140.1,-1.608,34.99,55.81,50,-117,1.06,2.16,2.28,3.19,3.14
-90.15,-96.54,1.851,10,-134.6,-36.18,86.08,9.254,-72.07,63.53,19.37,-80.27,59.18,101.1,-77.21,31.8,95.36,-68.11,101.8,123,-70.39,-39.93,-136.3,-225.9,-54.17,-142.6,30,-78.96,3.88,-4.11,-2.76,3.26,3.97
18.28,10.61,-2.12,30,-71.43,16.25,-20.11,131,22.53,-0.4506,148.5,-16.05,-46,-67.98,125.9,-48.44,75.97,-56.41,7.898,35,115.8,54.57,135.5,-32.82,46.13,101.4,20,9.271,-1.86,-2.89,-4.76,-3.53,-4.54
-102.5,-96.86,-4.434,-10,-166.7,84.16,86.08,52.16,-105.2,104.1,62.82,-27.36,158.9,129.7,-76.63,38.24,-33.62,-23.39,103.8,182.7,-107.3,-76.79,-179.1,-17.84,-35.76,10.85,50,-78.64,4.15,-3.91,2.43,3.15,2.48
69.08,65.42,57.29,130,-131.6,-24.26,-46.66,224.2,-182.2,-48.21,51.65,-44.82,130.9,-78.71,-25.54,-23.55,-27.65,-82.56,-73.99,-141.1,44.36,20.56,-100.7,-68.61,-102.6,-56.9,160,35.49,-3.4,4.3,4.6,-0.14,2.97
252.7,238,-61.28,NA,0,-46.96,-105,-6.154,51.06,-91.92,-184.6,125.1,-116.8,-76.49,85.75,-158.6,-158.6,119.7,-104.5,-117,-12.65,182.4,29.4,-20.96,-23.31,-27.64,220,172.8,-2.28,-2.77,2.69,0.09,3.82
-103,-96.51,-25.61,10,-173.1,13.79,48.73,36.68,-150.6,22.31,89.22,-102.6,130.9,82.34,-114.9,26.58,30.29,-26.76,143.9,21.78,-158.2,-20.78,-240.8,-173.8,-59.41,-152.6,50,-70.64,1.3,-1.64,3.95,0.68,2.82
108.4,95.86,-29.59,100,-42.86,-123.6,-81.38,-19.91,0.0274,-42.5,17.16,-37.78,NA,16.08,-3.668,-18.48,168.2,-5.315,38.06,-98.46,98.93,-74.95,36.6,-94.24,9.507,-56.05,130,67.87,2.69,-0.54,-1.96,-0.71,-1.26
128.5,105.9,-38.76,80,-45.45,-105.7,-87.3,6.648,12.63,-14.14,54.5,-41.23,94.36,-51.16,-32.41,-15.42,26.11,-7.153,31.58,62.89,151.4,-132.6,-31.65,-18.17,-12.24,-110.4,110,51.25,-3.58,2.92,-2.48,-3.64,0.57
-160.1,-141.7,-14.85,-30,-113.6,88.49,72.38,-25.42,113.4,147.5,-70.62,-32.05,-104,-65.77,-14.31,49.49,-221.3,-19.41,-134.7,58.78,37.72,-67.31,88.72,112,68.99,154.5,10,-121.2,-0.3,-0.1,-2.15,-4.69,3.98
29.87,9.933,-6.979,30,0,24.75,-28.16,33.21,72.49,5.706,146.9,43.67,-102.2,-161.3,34.12,31.16,92.13,-100.3,-28.9,-100.5,33.88,185.2,122.7,-52.71,160.5,78.66,60,-1.039,-3.89,-4.06,-0.81,4.6,-0.2
250.7,193.7,-43.91,230,-20.83,-39.99,-51.81,-1.129,-108.3,-172.9,-18.87,36.79,-118.6,-101.8,-71.26,-60.48,-139.4,49.22,80.18,-269.1,-161.3,-11.4,-110.9,-117.3,-127.5,47.83,320,105.6,-2.68,2.12,3.21,3.96,3.1
-90.27,-86.8,-41.3,-40,-119,31.72,36.9,-5.316,NA,85.51,7.99,-111.8,88.88,122.3,-108.5,57.51,113,-9.604,153.6,-2.882,-112.7,25.76,-159.9,-94.58,-77.87,-133.5,30,-73.41,2.15,0.22,1,-3.5,0.3
-124.7,-115.5,-149.4,-40,-214.3,99.04,53.65,46.71,-130.7,109.8,2.115,-44.56,127.4,1.537,68.79,35.73,-82.04,-10.78,-48.03,109.8,-120,-92.52,-245.8,9.171,-227.2,-34.58,10,-92.38,3.11,-3.23,-3.71,-2.62,-0.04
232.6,203.8,-48.74,220,-31.91,-85.94,-107.4,36.48,25.77,-85.02,-113,95.75,-139.1,-51.5,132.3,-153,-125.8,143.7,-96.62,-145.9,-93.8,201.5,48.13,-50.47,17.73,60.51,200,164.1,1.7,0.51,-0.01,-3.01,3.97
-7.106,-12.93,-14.18,30,-35.71,38.56,-10.79,75.63,35.4,-36.68,184.1,13.57,37.7,-73.83,41.91,-39.15,87.88,-33.31,36.53,44.73,117.9,79.1,99.01,-74.57,121.5,88.92,50,-5.838,3.49,4.75,-1.59,-0.52,4.46
-104,-105.1,-107.1,-70,-166.7,95.48,47.21,-31.08,-108.3,107.4,91.37,-124.1,137.5,30.38,-254.3,72.06,173.7,35.9,295.1,37.62,-166.8,65.68,-222.4,-82.47,7.957,-21.96,10,-85.51,-4.21,-4.39,-0.94,3.62,-0.03
-164.7,-151.1,-46.47,-130,-250,214.1,137.4,-109.6,144.5,201.3,-130.9,-36.54,-112.9,-163.2,96.82,197.9,-166.2,23.02,-112.2,-90.22,87.63,1.017,69.53,270.7,-11.05,113.4,-90,-129.8,-3.93,-0.12,4.42,3.04,2.12
0,-12.5,-24.29,10,-76.92,-40.88,-43,126.5,-39.24,-42.25,123.6,4.88,13.17,-95.24,-39.3,-6.367,-9.45,-58.26,-19.84,-4.992,61.02,104.3,27.95,-51.26,74.21,78.26,20,-6.868,-1.78,3.06,2.85,3.7,-1.65
90.44,73.34,12.25,100,-57.14,-118,-68.78,6.065,6.507,-35.28,23.42,-46.57,65.62,-13.35,33.33,-58.21,67.26,-38.14,7.374,94.44,105.4,77.88,-7.987,-1.889,42.71,-75.62,120,62.5,0.14,-2.79,2.52,0.2,3.36
191.2,167.5,-40.79,250,-20,-112,-81.67,20.28,35.4,-141.3,-5.37,125.1,19.93,-116.6,146,-105.2,-102.7,86.6,-125.8,-214.5,135.6,169.8,-33.02,5.616,19.36,41.17,240,136.3,0.81,3.76,-4.82,-0.54,-0.04
-6.899,-1.867,-90.75,20,-55.56,93.54,-36.2,78.31,-22.4,40.78,166.6,54.26,-41.59,-111.3,60.94,40.37,76.98,-87.64,43.72,62.68,18.71,143.6,73.52,-17.34,68.85,148.6,50,-1.849,-3.88,3.62,3.7,1.13,3.25
95.6,84.19,-64.65,100,-114.3,-41.76,-72.49,48.72,-105.5,7.126,-11.73,-43.55,140.8,28.07,-67.55,-10.29,-106.3,-75.98,-65.95,13.81,-3.057,3.324,-71.35,21.89,NA,-130.6,150,63.05,3.45,-1.78,3.43,-3.92,-3.66
-94.94,-90.19,19.48,-20,-173.9,-5.038,9.17,54.83,-134.8,37.61,59.15,-47.05,101.2,43.34,-186.3,71.29,96.18,-43.04,171.8,56.12,-122.8,-131.8,-228.2,-242.2,-97.42,-188.3,10,-78.18,-4.25,-2.02,1.76,2.9,0.08
-100.2,-89.66,-57.56,0,-220,112.9,90.83,61.9,-173,49.09,31.89,-133.9,112.9,263.1,-133.3,38.51,72.61,-150.8,25.27,154.6,-143.1,60.35,-80.1,2.859,40.07,-31.64,40,-71.12,3.81,4.79,1.19,-4.56,-2.27
254.6,246,-65.24,230,-20.83,13.32,-67.95,-6.624,31.38,-81.56,-191.7,110.1,-242.6,-100.1,102,-88.51,-342,123,-211.5,-145.9,-72.36,193.1,-16.25,42.48,-51.26,137.7,230,198.9,-1.38,3.31,1.66,-0.25,-4.65
10.18,9.839,-16.19,20,-92.59,-15.67,-40.73,93.04,-8.062,-17.82,111.5,46.77,18.18,-75.5,93.06,-2.837,142.4,-119.2,-46.47,46.64,99.63,22.33,24.58,7.52,-97.92,80.52,40,6.221,-1.72,-4.75,-2.49,1.46,4.46
